X,Y,L
-174276.6408000437,744602.0098051217,n2009
-174275.87909154565,744600.1605349511,n2010
-174275.11738304756,744598.3112647805,n2011
-174274.3556745495,744596.4619946099,n2012
-174273.5939660514,744594.6127244392,n2013
-174272.45713884875,744591.852743895,n2014
-174271.85183719656,744589.9465408864,n2015
-174271.24653554437,744588.0403378779,n2016
-174270.64123389218,744586.1341348693,n2017
-174270.03593223996,744584.2279318608,n2018
-174268.9289622337,744580.7418856082,n2019
-174268.35647435373,744578.8255720568,n2020
-174267.78398647372,744576.9092585054,n2021
-174267.21149859374,744574.992944954,n2022
-174266.62429706525,744573.0273797679,n2023
-174265.7813761501,744570.2861213033,n2024
-174265.48645025605,744568.3079861419,n2025
-174265.19152436202,744566.3298509804,n2026
-174264.89659846798,744564.351715819,n2027
-174264.32011115187,744560.4850840542,n2028
-174297.92737390805,744600.776290496,n2029
-174295.9495585615,744601.0733535447,n2030
-174293.97174321493,744601.3704165935,n2031
-174291.99392786837,744601.6674796422,n2032
-174290.01611252181,744601.9645426909,n2033
-174288.03829717526,744602.2616057396,n2034
-174286.0604818287,744602.5586687884,n2035
-174284.08266648214,744602.8557318371,n2036
-174282.10485113558,744603.1527948858,n2037
-174280.12703578902,744603.4498579345,n2038
-174276.3633104069,744605.5678957149,n2039
-174275.324112272,744607.2767161374,n2040
-174274.2849141371,744608.98553656,n2041
-174272.213891905,744612.3910517999,n2042
-174271.0517844121,744614.0187821753,n2043
-174269.88967691918,744615.6465125507,n2044
-174268.7275694263,744617.274242926,n2045
-174267.56546193338,744618.9019733014,n2046
-174265.73270686896,744621.4690603456,n2047
-174264.2211544797,744622.778720368,n2048
-174262.7096020904,744624.0883803905,n2049
-174257.86889327786,744626.14020373,n2050
-174255.921308356,744625.6853268542,n2051
-174253.97372343414,744625.2304499784,n2052
-174252.02613851227,744624.7755731025,n2053
-174250.07855359043,744624.3206962268,n2054
-174248.13096866856,744623.8658193509,n2055
-174246.1833837467,744623.4109424751,n2056
-174243.58344012452,744622.8037010558,n2057
-174241.9100875693,744621.7083055903,n2058
-174240.2367350141,744620.6129101247,n2059
-174237.14069679182,744618.5862085673,n2060
-174235.43640653585,744617.5395975013,n2061
-174233.7321162799,744616.4929864353,n2062
-174269.67280134704,744592.4929709864,n2063
-174288.85530457157,744555.2067587128,n2064
-174289.41659066756,744553.2871342915,n2065
-174289.97787676356,744551.3675098703,n2066
-174290.53916285955,744549.4478854492,n2067
-174291.10044895555,744547.528261028,n2068
-174291.66173505154,744545.6086366067,n2069
-174292.22302114754,744543.6890121856,n2070
-174293.17702129437,744540.4262875381,n2071
-174292.87772005366,744538.4488096578,n2072
-174292.57841881298,744536.4713317774,n2073
-174292.27911757227,744534.4938538971,n2074
-174291.97981633156,744532.5163760167,n2075
-174291.61788987982,744530.1251345004,n2076
-174291.33342762367,744528.1454675525,n2077
-174291.04896536752,744526.1658006045,n2078
-174290.76450311136,744524.1861336565,n2079
-174290.4800408552,744522.2064667087,n2080
-174290.10898940355,744519.6241969033,n2081
-174290.79569144806,744517.745782598,n2082
-174291.48239349254,744515.8673682929,n2083
-174292.16909553704,744513.9889539876,n2084
-174292.85579758155,744512.1105396824,n2085
-174293.54249962603,744510.2321253772,n2086
-174294.76354528646,744506.8920601272,n2087
-174296.73524001724,744506.5567693748,n2088
-174298.70693474798,744506.2214786223,n2089
-174300.67862947876,744505.8861878698,n2090
-174302.6503242095,744505.5508971175,n2091
-174304.62201894028,744505.215606365,n2092
-174306.59371367106,744504.8803156125,n2093
-174308.5654084018,744504.5450248601,n2094
-174310.53710313258,744504.2097341076,n2095
-174312.50879786332,744503.8744433551,n2096
-174314.4804925941,744503.5391526028,n2097
-174317.22983231215,744503.0716217175,n2098
-174319.201526926,744502.7363302774,n2099
-174321.1732215398,744502.4010388373,n2100
-174323.14491615363,744502.0657473971,n2101
-174325.11661076744,744501.7304559571,n2102
-174327.08830538127,744501.395164517,n2103
-174329.0599999951,744501.0598730769,n2104
-174331.44891767146,744500.6536318454,n2105
-174333.42061220124,744500.318339911,n2106
-174335.39230673102,744499.9830479767,n2107
-174337.3640012608,744499.6477560424,n2108
-174339.3356957906,744499.3124641081,n2109
-174341.30739032038,744498.9771721738,n2110
-174343.59672229958,744498.5878651406,n2111
-174345.56434899618,744498.2294726424,n2112
-174347.5319756928,744497.8710801442,n2113
-174349.4996023894,744497.5126876459,n2114
-174351.467229086,744497.1542951476,n2115
-174353.43485578263,744496.7959026494,n2116
-174355.40248247923,744496.4375101512,n2117
-174357.37010917583,744496.079117653,n2118
-174359.33773587242,744495.7207251546,n2119
-174361.30536256905,744495.3623326564,n2120
-174363.27298926565,744495.0039401582,n2121
-174365.24061596225,744494.64554766,n2122
-174367.20824265887,744494.2871551616,n2123
-174369.17586935547,744493.9287626634,n2124
-174371.14349605207,744493.5703701652,n2125
-174373.1111227487,744493.211977667,n2126
-174375.0787494453,744492.8535851687,n2127
-174377.0463761419,744492.4951926704,n2128
-174379.0140028385,744492.1368001722,n2129
-174380.98162953512,744491.7784076739,n2130
-174382.94925623172,744491.4200151757,n2131
-174384.91688292832,744491.0616226775,n2132
-174387.91878302503,744490.5148429062,n2133
-174389.8864095187,744490.1564492937,n2134
-174391.85403601234,744489.7980556813,n2135
-174393.82166250603,744489.4396620688,n2136
-174395.7892889997,744489.0812684564,n2137
-174397.75691549334,744488.722874844,n2138
-174399.724541987,744488.3644812315,n2139
-174403.01331731922,744487.7654467727,n2140
-174404.98344934772,744487.4210926088,n2141
-174406.95358137626,744487.0767384449,n2142
-174408.92371340477,744486.732384281,n2143
-174410.8938454333,744486.3880301171,n2144
-174412.86397746182,744486.0436759532,n2145
-174414.83410949036,744485.6993217893,n2146
-174416.80424151887,744485.3549676255,n2147
-174418.7743735474,744485.0106134616,n2148
-174420.74450557592,744484.6662592976,n2149
-174422.71463760445,744484.3219051338,n2150
-174424.68476963296,744483.9775509699,n2151
-174426.65490166147,744483.633196806,n2152
-174428.62503369,744483.2888426421,n2153
-174430.59516571852,744482.9444884782,n2154
-174432.56529774706,744482.6001343143,n2155
-174434.53542977557,744482.2557801504,n2156
-174436.5055618041,744481.9114259866,n2157
-174438.47569383262,744481.5670718227,n2158
-174440.44582586116,744481.2227176587,n2159
-174442.41595788967,744480.8783634949,n2160
-174444.3860899182,744480.534009331,n2161
-174446.3562219467,744480.189655167,n2162
-174448.32635397525,744479.8453010032,n2163
-174450.29648600376,744479.5009468393,n2164
-174452.26661803227,744479.1565926754,n2165
-174454.2367500608,744478.8122385115,n2166
-174456.20688208932,744478.4678843477,n2167
-174458.17701411786,744478.1235301837,n2168
-174460.14714614637,744477.7791760198,n2169
-174462.1172781749,744477.434821856,n2170
-174464.0874102034,744477.0904676921,n2171
-174466.05754223195,744476.7461135281,n2172
-174468.02767426046,744476.4017593643,n2173
-174469.997806289,744476.0574052004,n2174
-174471.9679383175,744475.7130510365,n2175
-174473.93807034602,744475.3686968726,n2176
-174475.90820237456,744475.0243427088,n2177
-174477.87833440307,744474.6799885448,n2178
-174479.8484664316,744474.3356343809,n2179
-174481.81859846012,744473.9912802171,n2180
-174483.78873048865,744473.6469260531,n2181
-174485.75886251716,744473.3025718892,n2182
-174487.7289945457,744472.9582177254,n2183
-174489.6991265742,744472.6138635615,n2184
-174491.66925860275,744472.2695093976,n2185
-174493.63939063126,744471.9251552337,n2186
-174495.6095226598,744471.5808010699,n2187
-174497.5796546883,744471.2364469059,n2188
-174499.54978671682,744470.892092742,n2189
-174292.78712574212,744507.1982721203,n2190
-174290.81070619778,744507.5044841135,n2191
-174288.83428665344,744507.8106961066,n2192
-174286.8578671091,744508.1169080997,n2193
-174284.88144756475,744508.4231200928,n2194
-174282.9050280204,744508.729332086,n2195
-174280.92860847607,744509.0355440791,n2196
-174278.95218893173,744509.3417560722,n2197
-174276.97576938738,744509.6479680655,n2198
-174274.99934984304,744509.9541800586,n2199
-174273.0229302987,744510.2603920517,n2200
-174271.04651075436,744510.5666040449,n2201
-174269.07009121001,744510.872816038,n2202
-174267.09367166567,744511.1790280311,n2203
-174265.11725212133,744511.4852400242,n2204
-174263.14083257696,744511.7914520174,n2205
-174261.16441303262,744512.0976640105,n2206
-174258.351381326,744512.533494575,n2207
-174256.38606840806,744512.9043653536,n2208
-174254.4207554901,744513.2752361324,n2209
-174252.45544257213,744513.6461069111,n2210
-174250.49012965418,744514.0169776899,n2211
-174248.52481673623,744514.3878484686,n2212
-174246.55950381828,744514.7587192474,n2213
-174244.59419090033,744515.1295900261,n2214
-174242.62887798238,744515.5004608048,n2215
-174240.6635650644,744515.8713315836,n2216
-174237.48561876165,744516.4710362969,n2217
-174235.71333629845,744517.3978668482,n2218
-174233.94105383524,744518.3246973993,n2219
-174232.16877137206,744519.2515279505,n2220
-174230.39648890885,744520.1783585016,n2221
-174228.62420644565,744521.1051890529,n2222
-174226.85192398244,744522.0320196041,n2223
-174225.07964151923,744522.9588501552,n2224
-174223.30735905602,744523.8856807065,n2225
-174221.53507659285,744524.8125112577,n2226
-174219.76279412964,744525.7393418088,n2227
-174217.99051166643,744526.6661723601,n2228
-174216.21822920322,744527.5930029112,n2229
-174213.91431766129,744528.7978535198,n2230
-174212.68672571247,744530.3767829061,n2231
-174211.45913376365,744531.9557122926,n2232
-174210.23154181484,744533.5346416789,n2233
-174209.00394986602,744535.1135710654,n2234
-174207.7763579172,744536.6925004517,n2235
-174206.5487659684,744538.2714298381,n2236
-174205.32117401957,744539.8503592245,n2237
-174204.09358207075,744541.4292886109,n2238
-174202.86599012194,744543.0082179973,n2239
-174201.63839817312,744544.5871473837,n2240
-174200.4108062243,744546.16607677,n2241
-174199.1832142755,744547.7450061565,n2242
-174197.95562232667,744549.3239355428,n2243
-174195.89265004222,744551.9773315401,n2244
-174195.57503091253,744553.9519500067,n2245
-174195.25741178283,744555.9265684732,n2246
-174194.93979265314,744557.9011869398,n2247
-174194.62217352344,744559.8758054062,n2248
-174194.30455439375,744561.8504238728,n2249
-174193.98693526405,744563.8250423394,n2250
-174193.66931613436,744565.799660806,n2251
-174193.35169700466,744567.7742792725,n2252
-174193.03407787497,744569.7488977391,n2253
-174192.63642589058,744572.2210755087,n2254
-174190.80541206905,744573.0256799988,n2255
-174188.97439824755,744573.8302844889,n2256
-174187.14338442602,744574.6348889789,n2257
-174185.31237060452,744575.439493469,n2258
-174183.48135678298,744576.244097959,n2259
-174181.65034296148,744577.0487024491,n2260
-174179.81932913995,744577.8533069391,n2261
-174177.98831531845,744578.6579114292,n2262
-174176.15730149692,744579.4625159192,n2263
-174174.32628767542,744580.2671204093,n2264
-174172.49527385389,744581.0717248993,n2265
-174170.66426003238,744581.8763293894,n2266
-174167.77816542925,744583.1445692296,n2267
-174165.79148624575,744583.3750162341,n2268
-174163.80480706226,744583.6054632385,n2269
-174161.81812787877,744583.8359102431,n2270
-174159.83144869527,744584.0663572475,n2271
-174156.8507662657,744584.4121047356,n2272
-174154.90565742436,744584.8774557809,n2273
-174152.96054858298,744585.342806826,n2274
-174151.01543974163,744585.8081578712,n2275
-174149.0703309003,744586.2735089165,n2276
-174147.1252220589,744586.7388599616,n2277
-174145.18011321756,744587.2042110069,n2278
-174143.2350043762,744587.6695620521,n2279
-174141.28989553486,744588.1349130973,n2280
-174139.3447866935,744588.6002641425,n2281
-174137.39967785214,744589.0656151877,n2282
-174135.4545690108,744589.5309662329,n2283
-174133.5094601694,744589.9963172781,n2284
-174130.01939636472,744590.8312858952,n2285
-174128.03507320068,744591.0812090446,n2286
-174126.0507500366,744591.3311321939,n2287
-174124.06642687257,744591.5810553434,n2288
-174122.0821037085,744591.8309784927,n2289
-174120.09778054446,744592.0809016421,n2290
-174118.1134573804,744592.3308247915,n2291
-174116.12913421635,744592.5807479409,n2292
-174114.14481105228,744592.8306710903,n2293
-174112.16048788824,744593.0805942396,n2294
-174109.05102451154,744593.4722274645,n2295
-174107.13812612643,744594.0560251763,n2296
-174105.22522774135,744594.6398228881,n2297
-174103.31232935624,744595.2236206,n2298
-174101.39943097116,744595.8074183117,n2299
-174099.48653258604,744596.3912160235,n2300
-174096.7331449433,744597.2315227633,n2301
-174094.74368071166,744597.436540009,n2302
-174092.75421648004,744597.6415572546,n2303
-174090.7647522484,744597.8465745003,n2304
-174088.77528801677,744598.051591746,n2305
-174086.78582378512,744598.2566089918,n2306
-174084.79635955347,744598.4616262374,n2307
-174082.80689532185,744598.6666434831,n2308
-174080.8174310902,744598.8716607288,n2309
-174078.82796685857,744599.0766779744,n2310
-174076.83850262692,744599.2816952202,n2311
-174074.84903839527,744599.4867124659,n2312
-174108.78784151742,744591.4896194065,n2313
-174108.5246585233,744589.5070113486,n2314
-174108.2614755292,744587.5244032906,n2315
-174107.99829253508,744585.5417952326,n2316
-174107.73510954095,744583.5591871745,n2317
-174107.47192654683,744581.5765791166,n2318
-174107.2087435527,744579.5939710586,n2319
-174106.94556055858,744577.6113630006,n2320
-174106.6823775645,744575.6287549427,n2321
-174106.41919457036,744573.6461468847,n2322
-174106.15601157624,744571.6635388266,n2323
-174105.89282858212,744569.6809307687,n2324
-174105.629645588,744567.6983227107,n2325
-174105.36646259387,744565.7157146527,n2326
-174105.10327959977,744563.7331065946,n2327
-174104.84009660565,744561.7504985367,n2328
-174104.57691361153,744559.7678904787,n2329
-174104.2563245921,744557.3528318031,n2330
-174104.51771865872,744555.3699870936,n2331
-174104.77911272534,744553.3871423842,n2332
-174105.040506792,744551.4042976747,n2333
-174105.3019008586,744549.4214529652,n2334
-174105.56329492523,744547.4386082557,n2335
-174105.82468899185,744545.4557635463,n2336
-174106.12509321587,744543.1770013158,n2337
-174107.5941722292,744541.8198694679,n2338
-174109.06325124257,744540.46273762,n2339
-174110.5323302559,744539.1056057721,n2340
-174112.00140926926,744537.7484739242,n2341
-174113.4704882826,744536.3913420764,n2342
-174114.93956729595,744535.0342102285,n2343
-174116.4806573887,744533.6105547093,n2344
-174118.2953623812,744532.7698134946,n2345
-174120.11006737372,744531.92907228,n2346
-174121.92477236627,744531.0883310653,n2347
-174123.7394773588,744530.2475898504,n2348
